,E57_KO_10uM_cyto3,E57_KO_10uM_cyto3,E57_KO_500uM_cyto3,E57_KO_500uM_cyto3,E57_KO_Control_cyto3,E57_KO_Control_cyto3,E57_KO_DMSO_cyto3,E57_KO_DMSO_cyto3,E57_WT_10uM_cyto3,E57_WT_10uM_cyto3,E57_WT_500uM_cyto3,E57_WT_500uM_cyto3,E57_WT_Control_cyto3,E57_WT_Control_cyto3,E57_WT_DMSO_cyto3,E57_WT_DMSO_cyto3,E58_KO_10uM_cyto3,E58_KO_10uM_cyto3,E58_KO_500uM_cyto3,E58_KO_500uM_cyto3,E58_KO_Control_cyto3,E58_KO_Control_cyto3,E58_KO_DMSO_cyto3,E58_KO_DMSO_cyto3,E58_WT_10uM_cyto3,E58_WT_10uM_cyto3,E58_WT_500uM_cyto3,E58_WT_500uM_cyto3,E58_WT_Control_cyto3,E58_WT_Control_cyto3,E58_WT_DMSO_cyto3,E58_WT_DMSO_cyto3,E59_KO_10uM_cyto3,E59_KO_10uM_cyto3,E59_KO_500uM_cyto3,E59_KO_500uM_cyto3,E59_KO_Control_cyto3,E59_KO_Control_cyto3,E59_KO_DMSO_cyto3,E59_KO_DMSO_cyto3,E59_WT_10uM_cyto3,E59_WT_10uM_cyto3,E59_WT_500uM_cyto3,E59_WT_500uM_cyto3,E59_WT_Control_cyto3,E59_WT_Control_cyto3,E59_WT_DMSO_cyto3,E59_WT_DMSO_cyto3
,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time,counts,time
84,880,42.0,664,42.0,756,42.0,358,42.0,1230,42.0,890,42.0,823,42.0,886,42.0,1919,42.0,1070,42.0,1518,42.0,1295,42.0,936,42.0,1803,42.0,1061,42.0,710,42.0,2705,42.0,2358,42.0,2123,42.0,2547,42.0,2012,42.0,1630,42.0,1473,42.0,1744,42.0
85,881,42.5,666,42.5,759,42.5,353,42.5,1231,42.5,899,42.5,848,42.5,897,42.5,1938,42.5,1075,42.5,1530,42.5,1309,42.5,940,42.5,1825,42.5,1075,42.5,719,42.5,2729,42.5,2372,42.5,2141,42.5,2574,42.5,2028,42.5,1637,42.5,1493,42.5,1762,42.5
86,883,43.0,669,43.0,763,43.0,348,43.0,1232,43.0,908,43.0,874,43.0,908,43.0,1957,43.0,1080,43.0,1542,43.0,1323,43.0,945,43.0,1847,43.0,1089,43.0,729,43.0,2753,43.0,2387,43.0,2160,43.0,2602,43.0,2044,43.0,1645,43.0,1513,43.0,1780,43.0
87,885,43.5,672,43.5,766,43.5,343,43.5,1233,43.5,917,43.5,899,43.5,919,43.5,1976,43.5,1085,43.5,1554,43.5,1337,43.5,949,43.5,1870,43.5,1104,43.5,738,43.5,2777,43.5,2402,43.5,2179,43.5,2630,43.5,2061,43.5,1653,43.5,1534,43.5,1798,43.5
88,886,44.0,675,44.0,770,44.0,338,44.0,1234,44.0,926,44.0,925,44.0,930,44.0,1995,44.0,1090,44.0,1566,44.0,1351,44.0,954,44.0,1892,44.0,1118,44.0,748,44.0,2801,44.0,2417,44.0,2198,44.0,2658,44.0,2077,44.0,1660,44.0,1554,44.0,1816,44.0
89,888,44.5,678,44.5,773,44.5,333,44.5,1235,44.5,935,44.5,950,44.5,941,44.5,2014,44.5,1095,44.5,1578,44.5,1365,44.5,958,44.5,1914,44.5,1132,44.5,757,44.5,2825,44.5,2432,44.5,2217,44.5,2686,44.5,2093,44.5,1668,44.5,1574,44.5,1834,44.5
90,890,45.0,681,45.0,777,45.0,329,45.0,1236,45.0,944,45.0,976,45.0,953,45.0,2034,45.0,1100,45.0,1591,45.0,1380,45.0,963,45.0,1937,45.0,1147,45.0,767,45.0,2850,45.0,2447,45.0,2236,45.0,2714,45.0,2110,45.0,1676,45.0,1595,45.0,1853,45.0
91,902,45.5,692,45.5,779,45.5,337,45.5,1256,45.5,952,45.5,974,45.5,958,45.5,2051,45.5,1101,45.5,1601,45.5,1399,45.5,966,45.5,1950,45.5,1164,45.5,782,45.5,2874,45.5,2458,45.5,2252,45.5,2733,45.5,2125,45.5,1679,45.5,1609,45.5,1877,45.5
92,914,46.0,703,46.0,782,46.0,346,46.0,1276,46.0,961,46.0,973,46.0,963,46.0,2068,46.0,1103,46.0,1611,46.0,1419,46.0,970,46.0,1964,46.0,1181,46.0,797,46.0,2898,46.0,2469,46.0,2268,46.0,2753,46.0,2140,46.0,1683,46.0,1624,46.0,1901,46.0
93,926,46.5,715,46.5,785,46.5,354,46.5,1296,46.5,970,46.5,972,46.5,968,46.5,2085,46.5,1105,46.5,1621,46.5,1438,46.5,973,46.5,1978,46.5,1198,46.5,812,46.5,2922,46.5,2480,46.5,2284,46.5,2773,46.5,2156,46.5,1687,46.5,1638,46.5,1925,46.5
94,938,47.0,726,47.0,787,47.0,363,47.0,1316,47.0,978,47.0,970,47.0,973,47.0,2102,47.0,1107,47.0,1631,47.0,1458,47.0,977,47.0,1991,47.0,1215,47.0,827,47.0,2946,47.0,2491,47.0,2300,47.0,2793,47.0,2171,47.0,1690,47.0,1653,47.0,1949,47.0
95,950,47.5,737,47.5,790,47.5,371,47.5,1336,47.5,987,47.5,969,47.5,978,47.5,2119,47.5,1109,47.5,1641,47.5,1477,47.5,980,47.5,2005,47.5,1232,47.5,842,47.5,2970,47.5,2502,47.5,2316,47.5,2813,47.5,2186,47.5,1694,47.5,1667,47.5,1973,47.5
96,962,48.0,749,48.0,793,48.0,380,48.0,1356,48.0,996,48.0,968,48.0,983,48.0,2136,48.0,1111,48.0,1651,48.0,1497,48.0,984,48.0,2019,48.0,1250,48.0,857,48.0,2995,48.0,2514,48.0,2333,48.0,2833,48.0,2202,48.0,1698,48.0,1682,48.0,1997,48.0
97,964,48.5,751,48.5,801,48.5,383,48.5,1365,48.5,996,48.5,971,48.5,999,48.5,2151,48.5,1117,48.5,1651,48.5,1513,48.5,990,48.5,2034,48.5,1257,48.5,857,48.5,3022,48.5,2532,48.5,2353,48.5,2859,48.5,2225,48.5,1714,48.5,1700,48.5,2021,48.5
98,967,49.0,753,49.0,810,49.0,387,49.0,1375,49.0,996,49.0,975,49.0,1015,49.0,2167,49.0,1123,49.0,1651,49.0,1529,49.0,997,49.0,2049,49.0,1265,49.0,858,49.0,3050,49.0,2550,49.0,2373,49.0,2885,49.0,2249,49.0,1731,49.0,1719,49.0,2045,49.0
99,969,49.5,755,49.5,819,49.5,390,49.5,1385,49.5,996,49.5,979,49.5,1031,49.5,2183,49.5,1129,49.5,1652,49.5,1546,49.5,1003,49.5,2064,49.5,1273,49.5,859,49.5,3077,49.5,2569,49.5,2393,49.5,2912,49.5,2273,49.5,1748,49.5,1738,49.5,2069,49.5
100,972,50.0,757,50.0,827,50.0,394,50.0,1394,50.0,996,50.0,982,50.0,1047,50.0,2198,50.0,1135,50.0,1652,50.0,1562,50.0,1010,50.0,2079,50.0,1280,50.0,860,50.0,3105,50.0,2587,50.0,2413,50.0,2938,50.0,2297,50.0,1764,50.0,1757,50.0,2093,50.0
101,974,50.5,759,50.5,836,50.5,397,50.5,1404,50.5,996,50.5,986,50.5,1063,50.5,2214,50.5,1141,50.5,1652,50.5,1578,50.5,1016,50.5,2094,50.5,1288,50.5,861,50.5,3132,50.5,2605,50.5,2433,50.5,2964,50.5,2321,50.5,1781,50.5,1776,50.5,2117,50.5
102,977,51.0,762,51.0,845,51.0,401,51.0,1414,51.0,997,51.0,990,51.0,1079,51.0,2230,51.0,1148,51.0,1653,51.0,1595,51.0,1023,51.0,2109,51.0,1296,51.0,862,51.0,3160,51.0,2624,51.0,2454,51.0,2991,51.0,2345,51.0,1798,51.0,1795,51.0,2141,51.0
103,982,51.5,769,51.5,845,51.5,406,51.5,1413,51.5,1010,51.5,1004,51.5,1090,51.5,2243,51.5,1152,51.5,1681,51.5,1598,51.5,1037,51.5,2121,51.5,1315,51.5,877,51.5,3187,51.5,2641,51.5,2472,51.5,3016,51.5,2356,51.5,1808,51.5,1816,51.5,2163,51.5
104,988,52.0,777,52.0,846,52.0,411,52.0,1412,52.0,1023,52.0,1018,52.0,1101,52.0,2256,52.0,1156,52.0,1709,52.0,1601,52.0,1051,52.0,2134,52.0,1334,52.0,892,52.0,3215,52.0,2658,52.0,2490,52.0,3042,52.0,2368,52.0,1819,52.0,1837,52.0,2186,52.0
105,994,52.5,785,52.5,847,52.5,417,52.5,1411,52.5,1036,52.5,1033,52.5,1112,52.5,2270,52.5,1160,52.5,1737,52.5,1605,52.5,1065,52.5,2147,52.5,1354,52.5,907,52.5,3242,52.5,2675,52.5,2508,52.5,3067,52.5,2380,52.5,1830,52.5,1858,52.5,2209,52.5
106,1000,53.0,792,53.0,847,53.0,422,53.0,1410,53.0,1049,53.0,1047,53.0,1123,53.0,2283,53.0,1164,53.0,1765,53.0,1608,53.0,1079,53.0,2159,53.0,1373,53.0,922,53.0,3270,53.0,2692,53.0,2526,53.0,3093,53.0,2391,53.0,1841,53.0,1879,53.0,2231,53.0
107,1006,53.5,800,53.5,848,53.5,427,53.5,1409,53.5,1062,53.5,1061,53.5,1134,53.5,2296,53.5,1168,53.5,1793,53.5,1611,53.5,1093,53.5,2172,53.5,1392,53.5,937,53.5,3297,53.5,2709,53.5,2544,53.5,3118,53.5,2403,53.5,1852,53.5,1900,53.5,2254,53.5
108,1012,54.0,808,54.0,849,54.0,433,54.0,1408,54.0,1076,54.0,1076,54.0,1146,54.0,2310,54.0,1173,54.0,1822,54.0,1615,54.0,1108,54.0,2185,54.0,1412,54.0,953,54.0,3325,54.0,2727,54.0,2562,54.0,3144,54.0,2415,54.0,1863,54.0,1922,54.0,2277,54.0
109,1011,54.5,805,54.5,865,54.5,430,54.5,1427,54.5,1094,54.5,1095,54.5,1154,54.5,2325,54.5,1181,54.5,1832,54.5,1627,54.5,1110,54.5,2195,54.5,1433,54.5,965,54.5,3344,54.5,2738,54.5,2586,54.5,3171,54.5,2445,54.5,1870,54.5,1953,54.5,2297,54.5
110,1011,55.0,803,55.0,881,55.0,428,55.0,1446,55.0,1112,55.0,1115,55.0,1163,55.0,2340,55.0,1189,55.0,1842,55.0,1640,55.0,1112,55.0,2206,55.0,1454,55.0,978,55.0,3364,55.0,2750,55.0,2611,55.0,3199,55.0,2476,55.0,1877,55.0,1985,55.0,2317,55.0
111,1011,55.5,801,55.5,897,55.5,426,55.5,1465,55.5,1130,55.5,1135,55.5,1172,55.5,2356,55.5,1197,55.5,1852,55.5,1652,55.5,1114,55.5,2217,55.5,1475,55.5,991,55.5,3383,55.5,2762,55.5,2635,55.5,3227,55.5,2506,55.5,1885,55.5,2016,55.5,2338,55.5
112,1010,56.0,799,56.0,913,56.0,424,56.0,1484,56.0,1148,56.0,1154,56.0,1181,56.0,2371,56.0,1205,56.0,1862,56.0,1665,56.0,1116,56.0,2228,56.0,1496,56.0,1003,56.0,3403,56.0,2774,56.0,2660,56.0,3255,56.0,2537,56.0,1892,56.0,2048,56.0,2358,56.0
